Variable,Coef,OR,CI_lo,CI_hi,SE,z,p_value,Model,p_fdr,sig_fdr
bloc_MENA,0.09279024885468146,1.097231565552191,0.7574743897327847,1.5893832514506783,0.18905908161145238,0.49080027292939427,0.6235677169875891,gh_first_C,,
bloc_Multi-bloc,-0.3404083084246399,0.7114797602670112,0.608616014822023,0.8317287697689527,0.07967317308214203,-4.272558695179408,1.9324266429554935e-05,gh_first_C,,
bloc_Other,-0.4236344292279474,0.6546631638872016,0.36766249528945344,1.1656991497416274,0.29436503304800127,-1.4391465753979908,0.15010899829241278,gh_first_C,,
bloc_South Asian,-0.6017528492672342,0.547850494633992,0.4200476328630351,0.7145384022877627,0.13552771086195958,-4.440072406152743,8.992861617203947e-06,gh_first_C,,
bloc_Western,-0.10917819428781207,0.8965706394963163,0.7814018016186897,1.028713921495529,0.07014673288100551,-1.5564259346621059,0.11960684211328487,gh_first_C,,
"field_Biochemistry, Genetics and Molecular Biology",-0.017082781066395162,0.9830623023207797,0.8682534695028933,1.1130522643319096,0.06336163792209543,-0.26960763052556863,0.7874621293587096,gh_first_C,,
field_Engineering,0.0007384785544783891,1.0007387512969002,0.7869213967621663,1.2726532185653083,0.12263540365132695,0.006021740317160023,0.9951953754088255,gh_first_C,,
field_Immunology and Microbiology,0.1819003697627165,1.1994946819866814,0.9971528288891806,1.4428956629618417,0.094261021313821,1.9297517386016845,0.053637605915537324,gh_first_C,,
field_Neuroscience,-0.37404470904499093,0.6879461537258635,0.4933670031573392,0.9592654299892031,0.1696210431289494,-2.205178686235495,0.02744155820630777,gh_first_C,,
field_Other,1.1186359280140534,3.060676371612663,0.3323991947390887,28.18219779112615,1.13268090131824,0.987600238259654,0.3233484695603891,gh_first_C,,
"field_Pharmacology, Toxicology and Pharmaceutics",0.019379624679298175,1.0195686285728343,0.8334667455135982,1.247224552107736,0.1028270916687298,0.18846808136645576,0.850509734514975,gh_first_C,,
log_author_count,-0.40439650932232324,0.6673794466273005,0.5978529666765846,0.7449914119461141,0.05612955156336426,-7.204698738164741,5.817232002689862e-13,gh_last_B,,
year_centered,-0.03585399984658988,0.9647811413956153,0.9304994105347726,1.0003258897903864,0.018459100278792117,-1.9423481808473066,0.05209496395374236,gh_last_B,,
year_centered_sq,0.001795911063822693,1.0017975246779218,1.0006084609842592,1.0029880013842891,0.0006059362841293076,2.963861235679762,0.0030380525021562925,gh_last_B,,
has_funding_int,-0.38220294328603416,0.6823565594702528,0.5716845213888111,0.8144535260828095,0.09028828188867229,-4.2331400630405165,2.3045088079765785e-05,gh_last_B,,
is_oa_int,0.33933658202035444,1.404015832178361,1.2270375354900906,1.6065200941225937,0.06874174769796736,4.936397362361335,7.957888678666037e-07,gh_last_B,,
country_count,-0.35330070675685465,0.7023659554299118,0.6416918480590292,0.768777002293463,0.046095087353655674,-7.664606513189206,1.7938028974498448e-14,gh_last_B,,
"field_Biochemistry, Genetics and Molecular Biology",-0.42799893004075557,0.651812112210754,0.5628279752295235,0.7548648047414225,0.07488893760492794,-5.71511552612267,1.096295198336958e-08,gh_last_B,,
field_Engineering,0.10393863728270707,1.109532368905552,0.8364483903284063,1.4717729053980566,0.1441474973969542,0.7210575220496562,0.47087412451113975,gh_last_B,,
field_Immunology and Microbiology,-0.18978053385748428,0.8271406433913676,0.7149383555195906,0.9569519367200021,0.07437674602243854,-2.5516111420124488,0.01072261186810114,gh_last_B,,
field_Neuroscience,-0.04376833222926904,0.9571756785448882,0.6727341207914095,1.361883173875676,0.17991671472244433,-0.24326996130843095,0.8077962729066933,gh_last_B,,
field_Other,-0.029581031796142753,0.9708522045558023,0.23484792676743876,4.013465292475152,0.7241000319658188,-0.04085213436026906,0.967413776811142,gh_last_B,,
"field_Pharmacology, Toxicology and Pharmaceutics",-0.11887742294700293,0.8879166322957833,0.6141792957855904,1.2836576408832803,0.18805661114044972,-0.6321363669486714,0.5272977733369533,gh_last_B,,
log_author_count,-0.38640078802343764,0.6794981363837725,0.6056062088306782,0.7624058515524762,0.0587370084314291,-6.5784894113994685,4.7525170983060905e-11,gh_last_C,,
year_centered,-0.03795959538349675,0.9627518397242198,0.9289091579206713,0.9978275022793202,0.018257517533768166,-2.0791213982562873,0.03760619378378686,gh_last_C,,
year_centered_sq,0.001813181668648171,1.0018148264764914,1.0006189973005566,1.0030120847752213,0.0006093754428059022,2.9754754479426966,0.0029253476600898426,gh_last_C,,
has_funding_int,-0.3611508454112623,0.696873870312457,0.5886032349998631,0.8250603500749976,0.08614903147674266,-4.192163733248248,2.76306456942619e-05,gh_last_C,,
is_oa_int,0.31436466336529684,1.3693890115135372,1.2026547422401708,1.559239072521396,0.0662414616688544,4.745738627218513,2.077468334862602e-06,gh_last_C,,
country_count,-0.35714182352969037,0.6996732605662511,0.6319567324528245,0.7746458680032394,0.051934961713262104,-6.876712945347001,6.124935305342687e-12,gh_last_C,,
bloc_East Asian,-0.5185739748705607,0.5953689539919486,0.4555183026021808,0.7781557609267618,0.136604799425937,-3.7961621923226483,0.00014695337438858086,gh_last_C,,
bloc_Latin American,0.022332041842965843,1.0225832685389329,0.4319818583285998,2.420649203051353,0.4396447592206702,0.05079565120383195,0.9594883562421279,gh_last_C,,
bloc_MENA,-0.17682168436961546,0.8379291870734036,0.45332406824769966,1.5488375132243113,0.3134318073715734,-0.5641472250453298,0.5726539408318307,gh_last_C,,
bloc_Multi-bloc,-0.20486109701650945,0.814760481213439,0.6522056188253499,1.0178303016504966,0.11353790992853251,-1.8043409214196489,0.07117787840757606,gh_last_C,,
